artist,track_name,popularity,release_date,remix_flag
the sickest squad,in 68,1,2009-06-17,0
the sickest squad,dubsick,0,2009-06-17,0
the sickest squad,3.5,0,2007,0
the sickest squad,i piss on your mouth,1,2007,0
the sickest squad,kick da power,0,2007,0
the sickest squad,as u wish,0,2007,0
the sickest squad,in 03,1,2005,0
the sickest squad,in cosa,0,2005,0
the sickest squad,rottenbeat (feat. frazzbass),1,2005,0
the sickest squad,the sickest bitch,0,2005,0
the carnage corps,the carnage corps,1,2022-11-06,0
the carnage corps,connected,0,2022-07-11,0
the carnage corps,deathwish,0,2022-04-22,0
the carnage corps,black hole,0,2022-04-22,0
the carnage corps,timeout,0,2022-04-22,0
the carnage corps,makes us strong,0,2022-03-07,0
the carnage corps,galactic,0,2022-01-28,0
the carnage corps,world breaker,0,2022-01-28,0
the carnage corps,harder,0,2022-01-28,0
the carnage corps,s.f.t.u.,1,2022-01-28,0
the carnage corps,darknet,0,2021-12-20,0
the carnage corps,just sound,1,2021-12-20,0
the carnage corps,resistance,0,2021-10-15,0
the carnage corps,misery,0,2021-10-15,0
the carnage corps,insideinfo,0,2021-10-15,0
the carnage corps,the world is changing,0,2021-10-15,0
the carnage corps,saint hyde,0,2020-12-27,0
the carnage corps,alarmed,0,2020-09-14,0
the carnage corps,one of you,0,2020-05-18,0
the carnage corps,say my name,0,2020-05-18,0
the carnage corps,the gate,0,2020-05-18,0
the carnage corps,danny boy,0,2019-06-24,0
the carnage corps,self destruction,0,2019-06-24,0
the carnage corps,doom slayer,0,2019-06-24,0
deadly guns,the brotherhood,16,2019-07-16,0
deadly guns,here comes the pain,13,2019-07-16,0
deadly guns,burning skies,16,2019-07-16,0
deadly guns,end of the world,14,2019-07-16,0
deadly guns,stick to my guns,17,2017-12-09,0
deadly guns,hesitate to kill,11,2017-12-09,0
deadly guns,the undertaker,32,2017-12-09,0
deadly guns,bfg,12,2017-12-09,0
deadly guns,step back,15,2017-12-09,0
deadly guns,wtf happened,7,2017-12-09,0
ignite,bounce,0,2017-08-25,0
tears of fury,no control,0,2017-08-25,0
noize suppressor,im nin'alu,0,2017-08-25,0
deadly guns,intro,0,2017-08-25,0
lady dammage,bitch i can,19,2017-08-25,0
repix,real criminals,0,2017-08-25,0
deadly guns,unbreakable,0,2017-08-25,0
re-fuzz,theatralic,0,2017-08-25,0
deadly guns,fake shit,38,2022-05-04,0
deadly guns,the black reaper,29,2022-03-18,0
deadly guns,from the underground (rave core),46,2021-10-29,0
deadly guns,the fear inside,28,2021-03-26,0
deadly guns,killer heart,25,2020-07-20,0
deadly guns,get dissed,38,2019-12-03,0
evil activities,pray for me,13,2013-02-22,0
evil activities,murder,17,2013-02-22,0
evil activities,sick of my life,10,2013-02-22,0
evil activities,we're gonna get you,9,2013-02-22,0
evil activities,violence silence,5,2013-02-22,0
evil activities,dedicated,4,2013-02-22,0
evil activities,mix 1,0,2013-02-22,0
outblast,masters of symphony,27,2013-02-22,0
evil activities,evil inside me,16,2013-02-22,0
evil activities,evilution [mix cut],9,2013-02-18,0
evil activities,pray for me [mix cut],12,2013-02-18,0
neophyte & evil activities,invasion [mix cut],10,2013-02-18,0
evil activities,sick of my life [mix cut],10,2013-02-18,0
evil activities,we're gonna get you [mix cut],10,2013-02-18,0
evil activities,no place to hide [mix cut],10,2013-02-18,0
evil activities,the way i am [mix cut],12,2013-02-18,0
tha playah,imperial [mix cut],7,2013-02-18,0
evil activities,violence silence [mix cut],10,2013-02-18,0
evil activities,dedicated [mix cut],9,2013-02-18,0
evil activities,nobody said it was easy [mix cut],53,2013-02-18,0
outblast,masters of symphony [mix cut],44,2013-02-18,0
evil activities,falling [mix cut],5,2013-02-18,0
evil activities,it's ok [mix cut],6,2013-02-18,0
neophyte & evil activities,one of these days [mix cut],5,2013-02-18,0
evil activities,evil inside me [mix cut],7,2013-02-18,0
evil activities,falling,10,2012-07-06,0
evil activities,world of madness,10,2012-07-06,0
evil activities,it's ok,13,2012-07-06,0
evil activities,i'll be there,1,2012-07-06,0
evil activities,the way i am,6,2011-12-19,0
evil activities,evilution,31,2008-05-19,0
evil activities,no place to hide,18,2008-05-19,0
evil activities,to claim the future,5,2008-05-19,0
evil activities,nobody said it was easy,40,2008-05-19,0
evil activities & endymion,vengeance,7,2008-05-19,0
evil activities,nothing,4,2008-05-19,0
evil activities,invincible,4,2008-05-19,0
evil activities,step up,2,2008-05-19,0
evil activities,mental,23,2020-04-10,0
evil activities,god damn noise,22,2016-04-28,0
evil activities,live ammunition,2,2014-08-28,0
evil activities,dead man walking #tih,2,2014-08-28,0
evil activities,bang bang,2,2011-12-21,0
evil activities,what's inside me,5,2011-12-21,0
evil activities,god is a sadist,1,2011-12-21,0
evil activities,"demons, darkness and evil",0,2011-12-21,0
evil activities,extinction,2,2011-12-20,0
evil activities,angel of death,0,2011-12-20,0
evil activities,be quiet,8,2011-12-20,0
evil activities,mc's and dj's,7,2011-12-20,0
evil activities,harder & harder,2,2011-12-20,0
evil activities,we like cocaine,1,2011-12-20,0
evil activities,world eclipse,1,2011-12-20,0
evil activities,to you who doubt me,4,2011-12-19,0
evil activities,far beyond you,1,2011-12-19,0
evil activities,hyper,1,2011-12-01,0
evil activities,darkness at noon,0,2011-12-01,0
evil activities,the day we die,0,2011-12-01,0
evil activities,did you hear it,0,2011-12-01,0
evil activities,evil inside,13,2010-06-11,0
destructive tendencies,beyond the lights,18,2018-08-16,0
destructive tendencies,this is my ameno,10,2018-08-16,0
destructive tendencies,slaves to the darkness,15,2016-10-21,0
destructive tendencies,fuck the rules,2,2016-10-21,0
destructive tendencies,"the fire, the power",3,2016-10-21,0
destructive tendencies,against all the odds,2,2016-10-21,0
destructive tendencies,bring us some,10,2016-10-21,0
destructive tendencies,evil is evil,3,2016-10-21,0
destructive tendencies,it's all about the drop,3,2017-10-06,0
destructive tendencies,skull dynasty,19,2017-03-20,0
destructive tendencies,do you bleed,3,2016-02-01,0
destructive tendencies,our core,1,2014-07-17,0
destructive tendencies,i'll let you have your day,8,2014-07-17,0
destructive tendencies,fuckin up the mainstream,1,2013-11-23,0
destructive tendencies,this is your moment,2,2012-11-29,0
destructive tendencies,smack my pitch up,2,2012-11-29,0
destructive tendencies,taken from me,1,2012-11-29,0
destructive tendencies,la la la,0,2011-08-01,0
endymion,the dark knight,10,2018-06-20,0
endymion,the rhythm,7,2018-06-20,0
endymion,the last generation,7,2018-06-20,0
endymion,coming at ya,6,2018-06-20,0
endymion,get outta my face,4,2018-06-20,0
endymion,survival of the sickest,4,2018-06-20,0
endymion,welcome to the darkness,7,2018-01-19,0
endymion,be a voice not an echo,1,2014-03-14,0
endymion,gladiator,16,2014-03-14,0
endymion,punk-ass,1,2014-03-14,0
endymion,back to life,3,2014-03-14,0
endymion,mix 1,0,2014-03-14,0
endymion,bolivia,5,2014-03-14,0
endymion,mix 2,0,2014-03-14,0
endymion,make some noise,2,2013-02-21,0
endymion,close your eyes,2,2013-02-21,0
endymion,progress,6,2013-02-21,0
endymion,demonsworld,4,2000-06-01,0
endymion,tetragrammation,1,2000-06-01,0
endymion,final battle,1,2000-06-01,0
endymion,the core,2,2000-06-01,0
endymion,we are the future,1,2000-06-01,0
endymion,mind and body as one,1,2000-06-01,0
endymion,back from the dead,1,2000-06-01,0
endymion,perforated tongue,1,2000-06-01,0
endymion,cry of distress,1,2000-06-01,0
endymion,burn,27,2022-11-10,0
endymion,wide awake,19,2021-05-14,0
endymion,rebels at night,13,2018-11-23,0
endymion,rise as wolves,5,2017-06-27,0
endymion,f#ck up the party,1,2016-11-29,0
sandy warez,industrial jacking,0,2010-05-10,0
sandy warez,oh my name,0,2010-05-10,0
sandy warez,rolling night,0,2010-05-10,0
sandy warez,test tonality,0,2010-05-10,0
sandy warez,pussy blower,0,2021-03-24,0
sandy warez,party people,11,2020-11-06,0
sandy warez,beastie if you cant,1,2019-08-27,0
sandy warez,k.m.a,6,2018-10-08,0
sandy warez,vanishing point,6,2018-10-08,0
sandy warez,final square,4,2018-10-08,0
sandy warez,power of shiva,14,2018-10-08,0
sandy warez,get spycho,0,2012-09-21,0
sandy warez,bang bang bang,0,2012-09-21,0
sandy warez,industrial strength,0,2012-09-21,0
sandy warez,my music control,0,2012-09-21,0
sandy warez,we are in the dark,0,2012-09-03,0
sandy warez,acid imagination,0,2012-09-03,0
sandy warez,ombrage,0,2012-09-03,0
sandy warez,fat slim kick,0,2011-06-10,0
sandy warez,the fusion of passion,0,2011-06-10,0
sandy warez,nopelcore,1,2011-06-10,0
sandy warez,mutation,0,2011-06-10,0
sandy warez,trillian,0,2010-08-12,0
sandy warez,back the fux hop,0,2010-08-12,0
sandy warez,religious hymn,0,2010-08-12,0
sandy warez,i have a dream,0,2010-08-12,0
sandy warez,maniac mansion,0,2009-05-29,0
sandy warez,the speaker loud,0,2009-05-29,0
sandy warez,disco degeneration,0,2009-05-29,0
sandy warez,blasted pole,0,2007-10-03,0
sandy warez,own traveller,0,2007-10-03,0
sandy warez,extreme sweet,2,2007-10-03,0
sandy warez,kill the beat,0,2006-08-31,0
sandy warez,push the last door,0,2006-08-31,0
sandy warez,the transistor is dead,0,2006-08-31,0
sandy warez,end of this world,0,2006-08-31,0
sandy warez,the red thing,0,2006-08-31,0
sandy warez,no future for sucker boys,0,2006-03-08,0
sandy warez,star on 45 in 2005,0,2006-03-08,0
sandy warez,slaming face,0,2006-03-08,0
sandy warez,trash punk,0,2006-03-08,0
sandy warez,salsa locale,0,2005-12-30,0
sandy warez,afrika islandia,0,2005-12-30,0
sandy warez,blade winner,0,2005-12-30,0
sandy warez,this is ... i (softmixer),0,2005-10-25,0
sandy warez,army lover,0,2005-10-25,0
sandy warez,this is ... ii (fucking kicking mix),0,2005-10-25,0
sandy warez,pumpin pop the volume,0,2005-10-25,0
sandy warez,this is...,0,2005-10-13,0
sandy warez,street core,0,2005-09-19,0
sandy warez,brightness hard,0,2005-09-19,0
sandy warez,the world of noise,0,2005-09-19,0
sandy warez,el rythmo del diablo,0,2005-09-19,0
sandy warez,attack impact,0,2004-10-04,0
sandy warez,evolution ensesente,0,2004-10-04,0
sandy warez,progression offcide,0,2004-10-04,0
sandy warez,test annulation,0,2004-10-04,0
sandy warez,brain injected,0,2004-01-01,0
sandy warez,megalomania,0,2004-01-01,0
sandy warez,boom in da club,0,2004-01-01,0
sandy warez,direct larssen,0,2004-01-01,0
sandy warez,operation fastlink,0,2004,0
sandy warez,aqua africa,0,2003-10-27,0
sandy warez,cut blow truc,0,2003-10-27,0
sandy warez,flying london now,0,2003-10-27,0
sandy warez,incubation precosse,0,2003-10-27,0
sandy warez,plass shot,0,2002-01-02,0
sandy warez,inderect bass,0,2002-01-02,0
sandy warez,beat carr,0,2002-01-02,0
the viper,wasting away,7,2011-09-12,0
the viper,sacred fire,2,2011-09-12,0
the viper,nothing to lose vol 1,0,2011-09-12,0
the viper,be hurt,1,2011-09-12,0
the viper,x-terminate,14,2011-09-12,0
the viper,blow the club down,7,2011-09-12,0
the viper,nothing to lose vol. 2,0,2011-09-12,0
the viper,bulletproof,5,2011-09-12,0
the viper,dust into gold,20,2022-05-11,0
the viper,wild & free (official free festival 2019 freestyle anthem),49,2019-05-17,0
the viper,control the refix,11,2014-03-21,0
the viper,get lit#tih,3,2013-03-27,0
korsakoff,stiletto,14,2012-12-07,0
korsakoff,no more goodbye,17,2012-12-07,0
korsakoff,come to me,20,2012-12-07,0
korsakoff,blind,9,2012-12-07,0
korsakoff,boozed,16,2012-12-07,0
korsakoff,the revelation,8,2012-12-07,0
korsakoff,amber,8,2012-12-07,0
korsakoff,the torment of triton,13,2012-12-07,0
korsakoff,center of mass,9,2012-12-07,0
korsakoff,section break,7,2012-12-07,0
korsakoff,digital voodoo,16,2010-04-19,0
korsakoff,pink noise,19,2010-04-19,0
korsakoff,about you,16,2010-04-19,0
korsakoff,away,10,2010-04-19,0
korsakoff,daydream,14,2010-04-19,0
korsakoff,close your eyes,8,2010-04-19,0
korsakoff,surround me,8,2010-04-19,0
korsakoff,focus,9,2010-04-19,0
coone,words from the gang,14,2010-04-19,0
korsakoff,complexion,7,2010-04-19,0
korsakoff,free for all,8,2010-04-19,0
korsakoff,voices,11,2010-04-19,0
korsakoff,the limelight,33,2022-09-09,0
korsakoff,squishy,26,2021-10-26,0
korsakoff,stars up high,31,2021-01-22,0
korsakoff,bonzai,19,2021-01-22,0
korsakoff,ready to go,26,2020-07-16,0
korsakoff,lalala,19,2020-06-12,0
korsakoff,ravenation,23,2020-04-24,0
korsakoff,the warriors,14,2019-02-25,0
korsakoff,journey through stylez,27,2019-02-25,0
korsakoff,dreamer,12,2018-10-02,0
korsakoff,tempest,17,2017-03-24,0
korsakoff,wonders,11,2016-12-13,0
korsakoff,somnia,19,2016-02-29,0
hard driver,heaven can wait,13,2021-06-11,0
hard driver,here i am,14,2021-06-11,0
hard driver,interconnected,0,2017-05-20,0
hard driver,just a sketch,0,2017-05-20,0
hard driver,#nosleep,29,2017-05-19,0
hard driver,fresh,7,2017-05-19,0
hard driver,never stop me,12,2017-05-19,0
hard driver,welcome,16,2017-05-19,0
hard driver,to the bone,9,2017-05-19,0
hard driver,interconnected (reverze anthem 2017),11,2017-05-19,0
hard driver,the empire,7,2017-05-19,0
hard driver,light up the ganja,12,2017-05-19,0
hard driver,yeeha!,6,2017-05-19,0
public enemies,crowd's gotta move,5,2017-05-19,0
hard driver,just a sketch (outro),22,2017-05-19,0
hard driver,#wut,8,2014-10-10,0
hard driver,bass drops,31,2014-10-10,0
hard driver,razor,6,2014-10-10,0
hard driver,cannibal,3,2014-10-10,0
hard driver,skies fade to black,4,2014-10-10,0
hard driver,ears open,2,2014-10-10,0
hard driver,nothing at all,3,2014-10-10,0
hard driver,crank it up,15,2014-10-10,0
hard driver,face the fire,35,2022-10-27,0
hard driver,partycrasher,24,2022-09-01,0
hard driver,rise again (defqon.1 2022 closing theme),51,2022-07-15,0
hard driver,embrace the physical,26,2022-04-28,0
hard driver,down to the wire,26,2022-04-08,0
hard driver,hellraiser,33,2021-11-25,0
hard driver,don't give up now,25,2021-04-07,0
hard driver,chemistry,28,2021-02-03,0
hard driver,run this town,23,2020-08-05,0
hard driver,blow da club down,2,2020-05-11,0
hard driver,the realest,15,2020-05-06,0
hard driver,focus on music,0,2020-03-20,0
bloodlust,falling down,37,2022-10-28,0
bloodlust,feel alone,33,2022-10-28,0
bloodlust,won't give up,34,2022-10-28,0
bloodlust,i want your body,42,2022-10-28,0
bloodlust,freefall,29,2021-12-03,0
bloodlust,samurave,24,2020-11-13,0
bloodlust,smash your brain,21,2020-11-13,0
bloodlust,pieces,17,2019-06-19,0
bloodlust,imma boss,28,2019-04-18,0
fraw,bounce b#tch,43,2022-12-05,0
fraw,life,26,2022-06-13,0
fraw,rebirth,21,2022-04-04,0
fraw,be the light,27,2022-02-21,0
fraw,running on empty,26,2021-11-29,0
fraw,freak out,24,2021-07-22,0
fraw,rhythm,20,2021-02-22,0
fraw,cyberspace,16,2020-12-28,0
fraw,devil,14,2020-11-06,0
fraw,techno music,31,2020-08-28,0
fraw,future sounds,16,2020-02-03,0
fraw,combat,27,2019-11-18,0
koozah,two worlds,5,2017-10-13,0
koozah,examination,4,2017-03-09,0
koozah,millenial,4,2017-03-09,0
koozah,stand up,4,2015-09-10,0
koozah,let's get freaky,4,2015-09-10,0
koozah,type zero #tih,5,2014-05-13,0
koozah,aliens revenge,5,2014-05-13,0
koozah,d-revolution,4,2014-05-13,0
koozah,enslave,0,2013-06-25,0
koozah,f.u.c.k.,0,2013-06-25,0
koozah,next life,0,2013-06-25,0
koozah,psychosocial,0,2013-06-25,0
zatox,wolves,51,2020-10-12,0
zatox,the noisemaker,5,2020-10-09,0
zatox,tanz electrik,7,2020-10-09,0
zatox,apocalypse,2,2020-10-09,0
zatox,after shock,1,2020-10-09,0
zatox,i hate u,2,2020-10-09,0
zatox,storm,2,2020-10-09,0
zatox,good vibration,1,2020-10-09,0
zatox,overdose,3,2020-10-09,0
zatox,wishmaster,1,2020-10-09,0
zatox,vintage,2,2020-10-09,0
zatox,scanner,1,2020-10-09,0
zatox,mofoklub,1,2020-10-09,0
zatox,bad time,1,2020-10-09,0
zatox,ugimex,0,2020-10-09,0
zatox,take off,0,2020-10-09,0
zatox,pipercut,0,2020-10-09,0
zatox,kamioka,0,2020-10-09,0
zatox,eternity,0,2020-10-09,0
zatox,drop the ghetto blaster,0,2020-10-09,0
zatox,crescent slash,1,2020-10-09,0
zatox,cluster attack,0,2020-10-09,0
zatox,intro,6,2017-09-29,0
zatox,fluxland,19,2017-09-29,0
zatox,indigo 2017,10,2017-09-29,0
zatox,the godfather,26,2017-09-29,0
zatox,my strength is hardstyle,25,2017-09-29,0
zatox,for ever,47,2017-09-29,0
zatox,slavery,9,2017-09-29,0
zatox,music is my weapon,8,2017-09-29,0
wild motherfuckers,alarma (spanish version),5,2017-09-29,0
zatox,sunlight (zatox & sub zero project hard edit),14,2017-09-29,0
wild motherfuckers,alarma,0,2017-09-29,0
zatox,fuck that,11,2014-11-14,0
zatox,back to you,15,2014-11-14,0
zatox,my world,5,2014-11-14,0
zatox,red alert,6,2014-11-14,0
zatox,irreplaceable [mix cut],5,2014-05-30,0
zatox,stand up [mix cut],4,2014-05-30,0
zatox,headwave [mix cut],3,2014-05-30,0
zatox,creation [mix cut],5,2014-05-30,0
zatox,a new dimension [mix cut],9,2014-05-30,0
zatox,so high [mix cut],5,2014-05-30,0
forze dj team,'98 to piano [mix cut],29,2014-05-30,0
zatox,how much can you take [mix cut],4,2014-05-30,0
ran-d,feel my fire [mix cut],4,2014-05-30,0
noisecontrollers,the universe was born,13,2011-11-25,0
zatox,winter,23,2011-11-25,0
zatox,unborn,14,2011-11-25,0
coone,the prime target,10,2011-11-25,0
zatox,no way back (qlimax 2011 anthem) [mix cut],7,2011,0
noisecontrollers,the universe was born [mix cut],3,2011,0
zatox,winter [mix cut],4,2011,0
zatox,unborn [mix cut],3,2011,0
coone,the prime target [mix cut],1,2011,0
wild motherfuckers,wildest [mix cut],3,2011,0
zatox,a new dimension,25,2010-10-11,0
zatox,drop the bomb,44,2022-12-01,0
zatox,eat my shit,33,2022-07-20,0
zatox,the cube,30,2022-03-04,0
zatox,kickmaster,28,2021-10-21,0
zatox,i'm on faya,28,2021-03-05,0
zatox,children of the sun,26,2020-11-12,0
zatox,bass & acid,37,2020-09-21,0
zatox,change the world,26,2020-08-04,0
zatox,let me see ya,25,2020-03-05,0
zatox,deep inside,28,2020-02-11,0
zatox,headbangerz,21,2020-01-09,0
zatox,we are one,17,2019-10-18,0
zatox,this is italy,26,2019-05-08,0
zatox,cocaine monster,25,2019-03-18,0
zatox,animals,12,2019-02-28,0
zatox,rock da house,22,2019-02-15,0
zatox,fall down,17,2019-02-08,0
zatox,hero,31,2018-09-07,0
zatox,survive,23,2018-05-18,0
zatox,unstoppable,24,2018-04-18,0
zatox,rest in peace (freaqshow anthem 2017),30,2017-12-29,0
furyan,moneymaker,0,2018-11-23,0
repix,the ultimate neophyte tribute,1,2018-11-23,0
i:gor,lose yourself,0,2018-11-23,0
dither,prophecy,0,2018-11-23,0
n-vitral,freak,0,2018-11-23,0
angerfist,the promqueen's finest drugs,0,2018-11-23,0
blaster,shock for you system,0,2018-11-23,0
lady dammage,wet pussy,0,2018-11-23,0
minus militia,mop mop gas erop,0,2018-11-23,0
neophyte,mainiak chapter 2,0,2013-12-18,0
neophyte,it’s been a while (intro),2,2013-11-08,0
neophyte,never part of you,3,2013-11-08,0
neophyte,until the time is right (outro),0,2013-11-08,0
neophyte,explanation of determination,1,2011-12-19,0
neophyte,mainiak,6,2011-12-19,0
neophyte,adrenaline,10,2011-12-19,0
neophyte,the new shit,5,2011-12-19,0
neophyte,believe (cliffhanger to chapter 2),1,2011-12-19,0
neophyte,neophyte mainiak chapter 1,0,2011-12-19,0
neophyte,the hardest remake,1,2006-04-22,0
neophyte,bottoms up,6,2006-04-22,0
neophyte,break of dawn,1,2006-04-22,0
neophyte,put it to music,2,2006-04-22,0
neophyte,none of ya left,5,2006-04-22,0
neophyte,bang the box,0,2006-04-22,0
neophyte,recht uit de ondergrond,2,2006-04-22,0
neophyte,always a rubberboot,5,2006-04-22,0
neophyte,adapt or die,1,2006-04-22,0
neophyte,abacadabra,1,2006-04-22,0
neophyte,we won't have it,1,2006-04-22,0
neophyte,perfect drug,1,2001-03-01,0
neophyte,skullfuck,9,2001-03-01,0
neophyte,pilzz,1,2001-03-01,0
neophyte,bastard/asshole,3,2001-03-01,0
neophyte,balzz in yer mouth,1,2001-03-01,0
neophyte,lets get 'm all,4,2001-03-01,0
neophyte,massive,0,2001-03-01,0
neophyte,under control,3,2001-03-01,0
neophyte,this one is for you,2,2001-03-01,0
neophyte,rulers of the underground,2,2001-03-01,0
neophyte,wanna freak you,1,2001-03-01,0
neophyte,a way of life,16,1999-03-01,0
neophyte,nasty,4,1999-03-01,0
neophyte,rev. 909,4,1999-03-01,0
neophyte,are you blind,3,1999-03-01,0
neophyte,i will have that power,20,1999-03-01,0
neophyte,freak,4,1999-03-01,0
neophyte,gangsta,6,1999-03-01,0
